F,x,gb0,gb1
0.0,-1.015073023965748e-17,1.757354951591238e-7,0.0
0.5,2.168707675132516e-10,1.7494882185084338e-7,0.0
1.0,4.39511057223064e-10,1.7413905772425255e-7,0.0
1.5,6.56202858541917e-10,1.737367342335038e-7,0.0
2.0,8.658797846316253e-10,1.776192047307171e-7,0.0
2.5,1.0889930803698542e-9,1.8354658653492526e-7,0.0
3.0,1.3229344836558502e-9,1.9628462123497278e-7,0.0
3.5,1.5755785210873058e-9,2.1334862389434174e-7,0.0
4.0,1.848510879805539e-9,2.359455766792896e-7,0.0
4.5,2.1631525862327197e-9,2.805692805954832e-7,0.0
5.0,2.532706581065746e-9,3.3549568807492317e-7,0.0
5.5,2.9631314861075892e-9,3.998410373513966e-7,0.0
6.0,3.47414116827009e-9,4.813359875924605e-7,0.0
6.5,4.132143856438368e-9,6.721051337437766e-7,0.0
7.0,4.9976914231922125e-9,9.294406812906663e-7,0.0
7.5,6.20429247151807e-9,1.4897715046995328e-6,0.0
8.0,7.975083995889543e-9,0.0001504019320629802,0.0
8.5,1.0924511630077134e-8,0.01837536798495424,0.002
9.0,1.6797802304167012e-8,0.0638298240807578,0.06200000000000003
9.5,3.43698032044056e-8,0.2403970186350552,0.23799999999999946
10.0,4.225696995412666e-6,0.5372232224037434,0.47400000000000136
10.5,0.001242596156519573,0.780982339288655,0.7860000000000057
11.0,0.0024925943481807367,0.9581285430491926,0.9460000000000081
11.5,0.0037424873117347097,0.9873829446206347,0.9940000000000088
12.0,0.0049925821340412735,0.9999941616829441,0.9960000000000088
12.5,0.0062426144850119165,1.0000001997322487,1.0000000000000087
13.0,0.007492603092202452,1.000001113307298,1.0000000000000087
13.5,0.008742579756885666,0.9999889395834871,1.0000000000000087
14.0,0.009992522568423175,0.9999841281976676,1.0000000000000087
14.5,0.011242473926060467,0.999996185606527,1.0000000000000087
15.0,0.012492510913968332,1.0000096561531662,1.0000000000000087
15.5,0.013742543605270866,0.9999960246019738,1.0000000000000087
16.0,0.014992571113714824,0.9999793581262773,1.0000000000000087
16.5,0.016242392612990982,0.9999538388194779,1.0000000000000087
17.0,0.017492386065422534,0.9999740504556043,1.0000000000000087
17.5,0.01874238466717501,0.9999893285162629,1.0000000000000087
18.0,0.0199923870607173,0.9999998093339736,1.0000000000000087
18.5,0.02124238834415374,1.0000004331723136,1.0000000000000087
19.0,0.022492387885060555,1.0000000725627562,1.0000000000000087
19.5,0.023742388593119734,0.9999997350788729,1.0000000000000087
20.0,0.024992387871240418,0.999999530966409,1.0000000000000087
